,race,recidivate-within-two-years,sex:Male,sex:Female,age:18-20,age:21-22,age:23-25,age:26-45,age:>45,juvenile-felonies:=0,juvenile-felonies:>0,juvenile-misdemeanors:=0,juvenile-misdemeanors:>0,juvenile-crimes:=0,juvenile-crimes:>0,priors:=0,priors:=1,priors:2-3,priors:>3,current-charge-degree:Felony,current-charge-degree:Misdemeanor
3037,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
3038,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0
3039,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
3040,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
3041,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0
3042,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0
3043,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1
3044,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
3045,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
3046,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
3047,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
3048,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
3049,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0
3050,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
3051,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1
3052,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0
3053,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
3054,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0
3055,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
3056,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
3057,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1
3058,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
3059,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0
3060,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1
3061,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
3062,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
3063,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
3064,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
3065,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
3066,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1
3067,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0
3068,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0
3069,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0
3070,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
3071,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
3072,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0
3073,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
3074,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0
3075,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0
3076,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
3077,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
3078,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
3079,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
3080,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
3081,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0
3082,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
3083,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0
3084,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0
3085,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
3086,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1
3087,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0
3088,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1
3089,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0
3090,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1
3091,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1
3092,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1
3093,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
3094,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
3095,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0
3096,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1
3097,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
3098,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
3099,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
3100,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
3101,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
3102,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0
3103,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
3104,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0
3105,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
3106,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0
3107,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
3108,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
3109,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
3110,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
3111,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
3112,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0
3113,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0
3114,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0
3115,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0
3116,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1
3117,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0
3118,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0
3119,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1
3120,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
3121,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
3122,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
3123,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
3124,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
3125,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0
3126,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0
3127,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0
3128,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0
3129,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1
3130,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
3131,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0
3132,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
3133,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
3134,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0
3135,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
3136,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0
3137,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0
3138,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
3139,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
3140,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
3141,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
3142,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
3143,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
3144,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
3145,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
3146,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
3147,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
3148,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0
3149,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1
3150,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1
3151,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
3152,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0
3153,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
3154,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0
3155,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0
3156,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0
3157,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0
3158,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0
3159,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1
3160,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1
3161,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
3162,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
3163,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
3164,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1
3165,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
3166,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
3167,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
3168,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0
3169,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1
3170,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1
3171,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0
3172,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1
3173,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0
3174,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
3175,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
3176,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1
3177,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0
3178,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
3179,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1
3180,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1
3181,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0
3182,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1
3183,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
3184,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
3185,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
3186,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1
3187,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0
3188,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
3189,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
3190,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
3191,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1
3192,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
3193,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0
3194,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0
3195,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
3196,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0
3197,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
3198,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0
3199,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0
3200,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
3201,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0
3202,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1
3203,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
3204,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1
3205,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
3206,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0
3207,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0
3208,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0
3209,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
3210,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1
3211,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
3212,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0
3213,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
3214,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0
3215,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
3216,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1
3217,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
3218,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0
3219,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
3220,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
3221,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
3222,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0
3223,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
3224,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
3225,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0
3226,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
3227,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1
3228,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
3229,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
3230,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0
3231,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
3232,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
3233,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
3234,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
3235,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
3236,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0
3237,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
3238,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
3239,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1
3240,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
3241,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
3242,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0
3243,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1
3244,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1
3245,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
3246,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
3247,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
3248,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
3249,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
3250,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0
3251,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
3252,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
3253,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
3254,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
3255,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0
3256,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1
3257,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
3258,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0
3259,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1
3260,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
3261,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
3262,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
3263,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0
3264,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0
3265,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1
3266,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
3267,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1
3268,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
3269,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
3270,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
3271,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1
3272,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
3273,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
3274,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
3275,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
3276,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1
3277,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
3278,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
3279,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1
3280,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
3281,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0
3282,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0
3283,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1
3284,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1
3285,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1
3286,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0
3287,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
3288,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
3289,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
3290,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0
3291,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1
3292,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0
3293,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
3294,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
3295,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
3296,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
3297,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0
3298,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
3299,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1
3300,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
3301,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0
3302,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
3303,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1
3304,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
3305,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
3306,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
3307,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0
3308,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0
3309,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
3310,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
3311,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0
3312,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1
3313,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0
3314,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
3315,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0
3316,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
3317,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1
3318,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
3319,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1
3320,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
3321,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1
3322,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
3323,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
3324,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
3325,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
3326,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1
3327,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0
3328,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
3329,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
3330,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
3331,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1
3332,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1
3333,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1
3334,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
3335,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
3336,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
3337,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
3338,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
3339,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0
3340,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
3341,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
3342,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1
